,population
SAN JOSE|ASERRI|LEGUA DE LOS NARANJOS,301
PUNTARENAS|BUENOS AIRES|SAN VICENTE UPIAV-2,143
CONSULADO|ESTADOS UNIDOS|ATLANTA,3686
PUNTARENAS|QUEPOS|COCAL,601
HEREDIA|SANTA BARBARA|SANTO DOMINGO DEL ROBLE,1632
LIMON|SIQUIRRES|SANTO DOMINGO (PUEBLO CIVIL),1204
SAN JOSE|TARRAZU|SAN MARTIN,124
LIMON|CENTRAL|AGUAS ZARCAS,345
PUNTARENAS|PARRITA|BANDERA,320
SAN JOSE|TARRAZU|NAPOLES,255
ALAJUELA|SAN CARLOS|SANTA FE O LA FAMA,669
LIMON|POCOCI|SAN FRANCISCO DE CAÑO SECO,242
PUNTARENAS|GOLFITO|VILLA BRICEÑO (KM 37),1199
HEREDIA|BARVA|HLE. REINA DE LOS ANGELES,18
PUNTARENAS|COTO BRUS|SANTA RITA,335
SAN JOSE|PEREZ ZELEDON|VISTA DE MAR NORTE,175
ALAJUELA|CENTRAL|CALIFORNIA,1127
PUNTARENAS|QUEPOS|BOCA VIEJA,1222
LIMON|MATINA|ESTRADA,1209
PUNTARENAS|ESPARZA|MACACONA,3437
PUNTARENAS|GOLFITO|VALLE DE LOS CEDROS O SAN MIGUEL,65
SAN JOSE|TURRUBARES|SAN LUIS,112
GUANACASTE|NICOYA|DELICIAS DE GARZA,200
LIMON|POCOCI|CUATRO ESQUINAS,1780
PUNTARENAS|CORREDORES|BAJO LOS INDIOS,273
CARTAGO|TURRIALBA|EL CARMEN,407
HEREDIA|SANTA BARBARA|CHAGUITE,673
CARTAGO|TURRIALBA|ESLABON,556
CARTAGO|PARAISO|SANTIAGO,1589
PUNTARENAS|GARABITO|QUEBRADA AMARILLA,569
PUNTARENAS|OSA|HLE. PALMAR SUR,45
CARTAGO|PARAISO|UJARRAS,887
ALAJUELA|CENTRAL|CIRUELAS,4434
PUNTARENAS|CORREDORES|COTO CUARENTA Y SIETE,1254
SAN JOSE|PEREZ ZELEDON|SAN JUAN BOSCO (PATIO DE AGUA),818
PUNTARENAS|OSA|VENECIA,1257
SAN JOSE|ACOSTA|VEGAS DEL PARRITA,207
SAN JOSE|PURISCAL|MASTATAL,113
SAN JOSE|LEON CORTES CASTRO|LA LUCHA (SUR DEL RIO),51
ALAJUELA|GUATUSO|RIO CELESTE,742
ALAJUELA|GUATUSO|EL VALLE,1049
CARTAGO|TURRIALBA|PLATANILLO,1402
CARTAGO|LA UNION|QUEBRADA DEL FIERRO,1193
ALAJUELA|SAN CARLOS|EL PLOMO,203
HEREDIA|SARAPIQUI|COLONIA CUBUJUQUI,418
CARTAGO|LA UNION|YERBABUENA,1038
SAN JOSE|DESAMPARADOS|EMPALME ARRIBA GUARIA(PARTE OESTE),467
ALAJUELA|CENTRAL|BARRIO CORAZON DE JESUS,1928
ALAJUELA|UPALA|UPALA,5691
ALAJUELA|SAN CARLOS|SAN GERARDO DE POCOSOL,462
ALAJUELA|SAN CARLOS|VENECIA,3973
LIMON|POCOCI|CASCADAS,2534
HEREDIA|SAN PABLO|RINCON DE RICARDO,2327
SAN JOSE|LEON CORTES CASTRO|SAN MARTIN,159
ALAJUELA|UPALA|CANALETE,2239
ALAJUELA|LOS CHILES|LOS CHILES,3783
PUNTARENAS|CENTRAL|MONTAÑA GRANDE,372
CARTAGO|TURRIALBA|SITIO DE MATA,492
SAN JOSE|LEON CORTES CASTRO|SANTA ROSA ABAJO ESTE,142
CARTAGO|TURRIALBA|CIEN MANZANAS,288
PUNTARENAS|COTO BRUS|COPAL,286
PUNTARENAS|COTO BRUS|AGUA CALIENTE,256
PUNTARENAS|COTO BRUS|HLE. COTO BRUS,23
LIMON|SIQUIRRES|GERMANIA,725
PUNTARENAS|OSA|SIERPE,944
PUNTARENAS|BUENOS AIRES|SAN RAFAEL DE BRUNKA,906
GUANACASTE|HOJANCHA|PILANGOSTA,281
CARTAGO|PARAISO|OROSI,4747
ALAJUELA|SAN RAMON|SAN ISIDRO DE PEÑAS BLANCAS,1374
PUNTARENAS|PARRITA|LAS PARCELAS O DAMITAS (PIRRIS),653
ALAJUELA|SAN CARLOS|CEDRAL,3749
PUNTARENAS|BUENOS AIRES|BOLAS DE KRUGRA,392
GUANACASTE|ABANGARES|COLORADO,1346
CARTAGO|LA UNION|DULCE NOMBRE,3239
ALAJUELA|POAS|SABANA REDONDA,2018
ALAJUELA|SAN CARLOS|SAN RAMON (CARIBLANCA),131
GUANACASTE|CAÑAS|HLE.  MARY BLANCO,25
PUNTARENAS|COTO BRUS|EL VALLE,93
SAN JOSE|PEREZ ZELEDON|LOS REYES,518
ALAJUELA|CENTRAL|DULCE NOMBRE DE LAGUNA,1561
PUNTARENAS|CENTRAL|KENNEDY (INVU BARRANCA),2128
ALAJUELA|SAN CARLOS|SAN PABLO,2278
ALAJUELA|GRECIA|PORO,1361
PUNTARENAS|PARRITA|ESTERILLOS OESTE,454
PUNTARENAS|GOLFITO|RESIDENCIAL UREÑA,1264
ALAJUELA|SAN CARLOS|LA VEGA O CUATRO ESQUINAS,1269
LIMON|CENTRAL|SANTA ROSA,270
PUNTARENAS|COTO BRUS|CONCEPCION,192
LIMON|SIQUIRRES|PACUARITO,740
CARTAGO|CENTRAL|SAN JUAN SUR,1639
ALAJUELA|SAN RAMON|CALLE ZAMORA,2216
SAN JOSE|PEREZ ZELEDON|SAN GERARDO,250
ALAJUELA|CENTRAL|FRAIJANES,914
SAN JOSE|TARRAZU|SAN MIGUEL O SALADO,128
SAN JOSE|DESAMPARADOS|TRINIDAD (PARTE ESTE),739
ALAJUELA|SAN CARLOS|SAN MARTIN,6051
LIMON|MATINA|BATAN,7916
ALAJUELA|SAN CARLOS|QUEBRADA AZUL,277
SAN JOSE|TURRUBARES|SAN GABRIEL,199
PUNTARENAS|CENTRAL|EL PROGRESO,5475
ALAJUELA|ATENAS|LOS ANGELES,2356
ALAJUELA|CENTRAL|PAVAS (GUARARI),1523
PUNTARENAS|CORREDORES|VEREH,392
ALAJUELA|CENTRAL|CARRIZAL,2854
PUNTARENAS|GOLFITO|LAGARTO (LA LUCHA),172
LIMON|TALAMANCA|PUERTO VIEJO,1927
SAN JOSE|PURISCAL|SAN MARTIN,92
PUNTARENAS|COTO BRUS|SANTA TERESA,176
CARTAGO|JIMENEZ|ALTO VICTORIA,1409
ALAJUELA|SAN RAMON|SAN JUAN,6519
ALAJUELA|SAN RAMON|BERLIN,586
ALAJUELA|ATENAS|MERCEDES,2476
PUNTARENAS|PARRITA|CARMEN (PARTE SUR),207
HEREDIA|CENTRAL|LA AURORA (PARTE NORTE),1903
LIMON|SIQUIRRES|CIMARRONES,1877
HEREDIA|SAN RAFAEL|GETSEMANI (PARTE ESTE),2595
ALAJUELA|NARANJO|SAN JERONIMO,2199
CARTAGO|PARAISO|BIRRISITO,2595
ALAJUELA|GRECIA|SAN FRANCISCO,688
PUNTARENAS|BUENOS AIRES|SAN RAFAEL DE CABAGRA,948
LIMON|GUACIMO|HOGAR,861
HEREDIA|BARVA|SAN MIGUEL,466
SAN JOSE|PEREZ ZELEDON|BOLIVIA,712
GUANACASTE|NICOYA|LA VIGIA,501
CARTAGO|TURRIALBA|NOCHEBUENA,774
SAN JOSE|DESAMPARADOS|CHIROGRES,232
CARTAGO|EL GUARCO|PALMITAL,642
GUANACASTE|SANTA CRUZ|BRASILITO,918
ALAJUELA|CENTRAL|TUETAL SUR,1648
LIMON|GUACIMO|HLE. DAVID GARRO,26
SAN JOSE|GOICOECHEA|HLE. CORTEZA AMARILLA-EMMANUEL,11
ALAJUELA|SAN CARLOS|SAN JUAN DE QUEBRADA DE PALO,1959
SAN JOSE|PURISCAL|LLANO GRANDE,121
GUANACASTE|LIBERIA|BUENAVISTA DE CAÑAS DULCES,525
ALAJUELA|SAN CARLOS|PLATANAR,1244
ALAJUELA|SAN CARLOS|SAN JORGE DE CUTRIS,193
SAN JOSE|PEREZ ZELEDON|VERACRUZ,206
ALAJUELA|SAN RAMON|BOLIVAR (ESPERANZA),3426
PUNTARENAS|OSA|OJOCHAL,550
LIMON|CENTRAL|BRISAS DE VERAGUA,176
HEREDIA|SARAPIQUI|CHILAMATE ESTE ALTOS,2185
ALAJUELA|ATENAS|BALSA,670
SAN JOSE|TARRAZU|SAN PEDRO,474
PUNTARENAS|CENTRAL|SAN RAFAEL,265
LIMON|POCOCI|CRUCE DE ROXANA (CRUCE DE ANABAN),481
GUANACASTE|NICOYA|MATINA,72
HEREDIA|SARAPIQUI|FINCA AGUA,275
PUNTARENAS|CENTRAL|MONTEZUMA,343
PUNTARENAS|BUENOS AIRES|SAN CARLOS,733
SAN JOSE|PURISCAL|LOS ANGELES,131
PUNTARENAS|BUENOS AIRES|COLINAS (MAIZ DE LOS UVA),337
ALAJUELA|LOS CHILES|VASCONIA,209
ALAJUELA|UPALA|PORVENIR,420
CARTAGO|CENTRAL|TIERRA BLANCA,4761
SAN JOSE|TARRAZU|QUEBRADA ARROYO,46
CONSULADO|ISRAEL|TEL AVIV,159
GUANACASTE|LA CRUZ|CUAJINIQUIL DE SANTA ELENA,1504
CARTAGO|TURRIALBA|TUIS,1353
ALAJUELA|CENTRAL|SAN MIGUEL O CERRILLOS,808
SAN JOSE|TURRUBARES|LAS DELICIAS,129
HEREDIA|SARAPIQUI|ESTERO GRANDE,582
PUNTARENAS|GARABITO|LAGUNILLAS (PARTE OESTE),1250
SAN JOSE|PURISCAL|VISTA DE MAR NORTE,205
ALAJUELA|LOS CHILES|EL PARQUE,1435
PUNTARENAS|COTO BRUS|LINDA VISTA (ALTO ZONCHO),464
ALAJUELA|SAN CARLOS|DULCE NOMBRE,966
LIMON|SIQUIRRES|HEREDIANA,930
GUANACASTE|SANTA CRUZ|MARBELLA,448
PUNTARENAS|GOLFITO|ESCUADRA,387
PUNTARENAS|CENTRAL|LA FRESCA,184
LIMON|GUACIMO|PARISMINA,542
LIMON|SIQUIRRES|FLORIDA,1189
LIMON|CENTRAL|BOCUARE,236
GUANACASTE|NANDAYURE|JABILLA,209
GUANACASTE|HOJANCHA|MONTE ROMO,335
GUANACASTE|SANTA CRUZ|SAN JUAN,779
PUNTARENAS|MONTES DE ORO|LINDA VISTA,1611
CARTAGO|CENTRAL|DULCE NOMBRE,5271
PUNTARENAS|BUENOS AIRES|LA DANTA O CONCEPCION,467
GUANACASTE|LIBERIA|SAN ROQUE,12236
SAN JOSE|PURISCAL|BAJO BADILLA,74
CARTAGO|TURRIALBA|EL PORO,1650
SAN JOSE|PEREZ ZELEDON|SAN BLAS (LINDA ARRIBA),147
GUANACASTE|SANTA CRUZ|EL LLANO (EL CHORRO),841
HEREDIA|SAN RAFAEL|LA SUIZA,1697
GUANACASTE|TILARAN|PARCE. QUEBRADA AZUL (LINDA VISTA),490
ALAJUELA|SAN RAMON|CIUDADELA JARDINES,2279
LIMON|GUACIMO|PUEBLO NUEVO O ZANCUDO,717
ALAJUELA|POAS|SAN RAFAEL,2427
HEREDIA|BARVA|BUENAVISTA (ALTO DE ABRA),1568
SAN JOSE|ASERRI|MONTE REDONDO,715
SAN JOSE|PEREZ ZELEDON|GUADALUPE,263
PUNTARENAS|COTO BRUS|SAN ANTONIO,965
PUNTARENAS|COTO BRUS|SANTA CECILIA DE AGUA BUENA,240
SAN JOSE|MORA|PICAGRES,208
ALAJUELA|UPALA|SAN ISIDRO DE AGUAS CLARAS,920
ALAJUELA|SAN RAMON|BARRIO BELEN,3299
GUANACASTE|NICOYA|SAN MARTIN,5752
PUNTARENAS|OSA|MIRAMAR,86
ALAJUELA|GUATUSO|MARGARITA,461
ALAJUELA|GRECIA|RINCON DE SALAS,1293
CARTAGO|ALVARADO|PACAYAS,3515
CARTAGO|TURRIALBA|FLORENCIA,234
ALAJUELA|SAN RAMON|CATARATA,933
ALAJUELA|GUATUSO|BUENAVISTA,555
GUANACASTE|NANDAYURE|PAVONES,448
SAN JOSE|PURISCAL|TUFARES,84
LIMON|POCOCI|HLE. GUAPILES,28
HEREDIA|SANTA BARBARA|SAN PEDRO,3346
LIMON|CENTRAL|LIVERPOOL,3367
GUANACASTE|LIBERIA|GUARDIA,1849
GUANACASTE|SANTA CRUZ|PORTEGOLPE,885
LIMON|TALAMANCA|BORDON,672
LIMON|SIQUIRRES|SAN ALBERTO NUEVO,377
CARTAGO|CENTRAL|NAVARRO,251
GUANACASTE|LIBERIA|LA VICTORIA,6294
HEREDIA|SAN ISIDRO|QUEBRADAS O LOURDES (PARTE NORTE),179
ALAJUELA|NARANJO|LLANO BONITO O CIRRI NORTE,976
PUNTARENAS|COTO BRUS|LA CASONA (GUAYMI),1270
ALAJUELA|CENTRAL|ROSALES,1481
GUANACASTE|LIBERIA|CAPULIN,2140
SAN JOSE|LEON CORTES CASTRO|SANTA ROSA ARRIBA ESTE,50
HEREDIA|SARAPIQUI|ZAPOTE,752
ALAJUELA|SAN CARLOS|PITALITO,753
GUANACASTE|ABANGARES|MATAPALO,1212
HEREDIA|SANTA BARBARA|SETILLAL,1232
PUNTARENAS|BUENOS AIRES|PARAISO,240
ALAJUELA|CENTRAL|SABANILLA,1437
LIMON|CENTRAL|RIO BLANCO,961
SAN JOSE|PEREZ ZELEDON|SAN MARTIN (LAS MULAS),221
PUNTARENAS|CORREDORES|CARACOL DE LA VACA,416
CARTAGO|TURRIALBA|CANADA,1941
GUANACASTE|CAÑAS|URB. LAS CAÑAS,2286
LIMON|POCOCI|PRIMAVERA,954
PUNTARENAS|CENTRAL|SAN PEDRO,303
ALAJUELA|PALMARES|COCALECA (PARTE OESTE),1105
SAN JOSE|DESAMPARADOS|PACAYA,92
PUNTARENAS|CENTRAL|COSTA DE PAJAROS(BRISAS DEL GOLFO),1537
GUANACASTE|LIBERIA|SALTO OESTE,804
SAN JOSE|LEON CORTES CASTRO|CEDRAL PARTE NORTE,348
ALAJUELA|LOS CHILES|SAN JOSE DEL AMPARO,752
ALAJUELA|SAN CARLOS|VERACRUZ,1327
PUNTARENAS|CENTRAL|LA ESPERANZA,149
ALAJUELA|CENTRAL|EL PARAISO,127
CARTAGO|TURRIALBA|LAS NUBES,88
HEREDIA|SAN ISIDRO|SANTA CECILIA (ALHAJAS),753
ALAJUELA|SAN CARLOS|BELLA VISTA,226
LIMON|CENTRAL|RIO BANANO,1375
CARTAGO|TURRIALBA|SAN JUAN NORTE,1014
GUANACASTE|SANTA CRUZ|MATAPALO,1441
CARTAGO|PARAISO|LA FLOR,530
GUANACASTE|NICOYA|GARCIMUÑOZ,97
GUANACASTE|CARRILLO|CASTILLA DE ORO,251
GUANACASTE|CARRILLO|ARTOLA,623
GUANACASTE|SANTA CRUZ|OSTIONAL,436
LIMON|MATINA|ESPAVEL (VEGAS),354
HEREDIA|SARAPIQUI|FINCA DIEZ,1294
ALAJUELA|PALMARES|LA GRANJA,3057
PUNTARENAS|CENTRAL|PAQUERA,2559
GUANACASTE|SANTA CRUZ|LAGUNILLA,1016
ALAJUELA|GRECIA|LA ARENA (PARTE NORTE),1427
PUNTARENAS|ESPARZA|TIVIVES,218
ALAJUELA|SAN CARLOS|LOS ANGELES DE PITAL,1158
CARTAGO|CENTRAL|LLANO DE LOS ANGELES,1151
ALAJUELA|SAN RAMON|SAN MIGUEL,926
ALAJUELA|NARANJO|SAN MIGUEL,2476
PUNTARENAS|BUENOS AIRES|TERRABA,646
PUNTARENAS|GOLFITO|BAHIA DE PAVON (COCAL AMARILLO),438
HEREDIA|SARAPIQUI|LA  CHAVES,774
ALAJUELA|CENTRAL|EL COCO,2410
PUNTARENAS|CENTRAL|JUANITO MORA,3914
PUNTARENAS|BUENOS AIRES|CAPRI,310
HEREDIA|CENTRAL|SAN RAFAEL DE VARABLANCA,177
GUANACASTE|CAÑAS|PALMIRA,351
HEREDIA|SARAPIQUI|PUEBLO NUEVO,699
PUNTARENAS|OSA|LOS PLANES,261
ALAJUELA|GRECIA|BARRIO LATINO (AGUALOTE),2398
GUANACASTE|CARRILLO|COMUNIDAD,1251
CARTAGO|JIMENEZ|SABANILLA,763
CARTAGO|OREAMUNO|CIPRESES,3029
GUANACASTE|NICOYA|DULCE NOMBRE (GARITA),428
ALAJUELA|SAN CARLOS|SANTA CLARA,2303
PUNTARENAS|BUENOS AIRES|CORDONCILLO,390
ALAJUELA|GRECIA|SAN JUAN,1585
ALAJUELA|SAN CARLOS|SAN ROQUE,3888
ALAJUELA|RIO CUARTO|COLONIA AGRICOLA DEL TORO,243
LIMON|CENTRAL|SAN RAFAEL,387
PUNTARENAS|BUENOS AIRES|LA PUNA,190
HEREDIA|SARAPIQUI|EL ROBLE,847
ALAJUELA|ATENAS|SANTA EULALIA,1741
GUANACASTE|BAGACES|SAN BERNARDO,430
ALAJUELA|SAN CARLOS|LA MARINA,827
PUNTARENAS|CENTRAL|GUARIA,503
ALAJUELA|SAN MATEO|HIGUITO,609
LIMON|MATINA|MATINA,2246
SAN JOSE|LEON CORTES CASTRO|TRINIDAD,161
ALAJUELA|ATENAS|ESTANQUILLO (SAN ANTONIO) (P.EST.),176
ALAJUELA|SAN CARLOS|SAN JOAQUIN,428
ALAJUELA|SAN RAMON|VALLE AZUL,1141
ALAJUELA|SAN CARLOS|COREA O CONCEPCION,197
GUANACASTE|NANDAYURE|ZAPOTE O MORAVIA,170
CARTAGO|TURRIALBA|JICOTEA,341
ALAJUELA|LOS CHILES|SAN JORGE,430
GUANACASTE|NICOYA|PUEBLO VIEJO,468
PUNTARENAS|BUENOS AIRES|BIJAGUAL,461
ALAJUELA|GUATUSO|SAN RAFAEL,3587
ALAJUELA|GRECIA|BODEGAS,2031
CARTAGO|OREAMUNO|COT,6682
HEREDIA|SARAPIQUI|EL TIGRE SUR,1041
SAN JOSE|ACOSTA|LLANO DE LA MESA,171
GUANACASTE|BAGACES|GUAYABO,2640
PUNTARENAS|QUEPOS|DAMAS,646
LIMON|GUACIMO|IROQUOIS,915
SAN JOSE|DESAMPARADOS|LLANO BONITO,148
SAN JOSE|PEREZ ZELEDON|SAVEGRE ABAJO,292
PUNTARENAS|COTO BRUS|LOS ANGELES DE SABALITO,182
PUNTARENAS|ESPARZA|MOJON,2034
CARTAGO|EL GUARCO|LA CANGREJA,381
ALAJUELA|SAN CARLOS|BOCA DE ARENAL,2411
HEREDIA|BARVA|PASO LLANO O PORROSATI,294
ALAJUELA|GRECIA|PUENTE DE PIEDRA,2051
PUNTARENAS|GARABITO|PUEBLO NUEVO (LA MONA),221
HEREDIA|SARAPIQUI|HLE. SAN AGUSTIN,23
LIMON|MATINA|SANTA MARTA,898
ALAJUELA|SARCHI|SAN JUAN,1156
PUNTARENAS|BUENOS AIRES|VUELTAS,330
LIMON|MATINA|SAHARA,699
SAN JOSE|PEREZ ZELEDON|JARDIN (PARTE ESTE),148
GUANACASTE|NANDAYURE|COLONIA DEL VALLE,209
SAN JOSE|PEREZ ZELEDON|SIBERIA (PARTE OESTE),173
CONSULADO|ESTADOS UNIDOS|CHICAGO,1428
ALAJUELA|GRECIA|MESON O DULCE NOMBRE,1774
PUNTARENAS|CENTRAL|FLORIDA (TACOTALES),200
ALAJUELA|POAS|SAN JUAN NORTE,764
LIMON|GUACIMO|LIMBO,1859
CARTAGO|CENTRAL|POLVORA O LOYOLA,2954
CONSULADO|JAPON|TOKIO,119
LIMON|SIQUIRRES|SAN CARLOS,618
ALAJUELA|NARANJO|DULCE NOMBRE (VILLANO),1749
HEREDIA|SARAPIQUI|EL MORTERO,204
PUNTARENAS|CENTRAL|PAVON,127
SAN JOSE|PEREZ ZELEDON|BERLIN,101
ALAJUELA|OROTINA|LA CEIBA,306
CARTAGO|CENTRAL|GUAYABAL (PARTE ESTE),1452
GUANACASTE|NANDAYURE|RIO DE ORO,159
GUANACASTE|LA CRUZ|LA CRUZ,5714
LIMON|MATINA|LUZON,813
ALAJUELA|SAN CARLOS|LA GLORIA O SAN MARCOS,441
ALAJUELA|NARANJO|CONCEPCION ESTE,1601
SAN JOSE|CENTRAL|ROSITER CARBALLO (LAS BRISAS),1117
ALAJUELA|CENTRAL|POASITO,819
ALAJUELA|ZARCERO|ZARCERO,3777
ALAJUELA|PALMARES|ZARAGOZA,2564
GUANACASTE|SANTA CRUZ|HLE. NUESTRA SEÑORA DEL ROSARIO,14
ALAJUELA|SAN RAMON|COLONIA TRINIDAD,696
SAN JOSE|PEREZ ZELEDON|LOS ANGELES DE PARAMO,257
GUANACASTE|CAÑAS|NISPERO (PUERTO ALEGRE),147
GUANACASTE|SANTA CRUZ|HATILLO,722
PUNTARENAS|CENTRAL|SANTA ELENA,2607
HEREDIA|SARAPIQUI|LA CEIBA,111
CARTAGO|CENTRAL|LLANO GRANDE,2382
HEREDIA|SARAPIQUI|CERRO NEGRO(PARTE SUR),81
ALAJUELA|ATENAS|SABANA LARGA,1200
SAN JOSE|PEREZ ZELEDON|DIVISION (PARTE OESTE),274
SAN JOSE|TURRUBARES|EL SUR,71
CARTAGO|TURRIALBA|TRES EQUIS,1241
GUANACASTE|ABANGARES|RAIZAL,150
CARTAGO|ALVARADO|CERVANTES,4985
PUNTARENAS|COTO BRUS|CAMAQUIRI,225
ALAJUELA|NARANJO|SAN ANTONIO DE LA CUEVA,971
PUNTARENAS|BUENOS AIRES|CHANGUENA (LA FILA),273
PUNTARENAS|BUENOS AIRES|LA BONGA,274
PUNTARENAS|CORREDORES|LA NUBIA (KILOMETRO 25),257
GUANACASTE|CARRILLO|SARDINAL,3892
PUNTARENAS|BUENOS AIRES|PILON,485
PUNTARENAS|CORREDORES|COLORADO,518
PUNTARENAS|QUEPOS|SANTO DOMINGO,142
CARTAGO|TURRIALBA|CARMEN,260
PUNTARENAS|PARRITA|CHIRES ARRIBA,159
CARTAGO|TURRIALBA|GRANO DE ORO O XARA,957
CARTAGO|TURRIALBA|SAN RAMON,319
LIMON|CENTRAL|LA BOMBA,1058
CONSULADO|BRASIL|BRASILIA,120
CONSULADO|CANADA|OTTAWA,632
CARTAGO|CENTRAL|SANTA ELENA ARRIBA,1190
ALAJUELA|PALMARES|CANDELARIA,1629
PUNTARENAS|ESPARZA|SALINAS,1087
GUANACASTE|ABANGARES|SAN JUAN GRANDE,531
PUNTARENAS|CENTRAL|PILAS DE CANJEL,426
ALAJUELA|SAN MATEO|DESMONTE,434
SAN JOSE|PEREZ ZELEDON|SAN SALVADOR,318
PUNTARENAS|OSA|BALSAR ARRIBA,108
CARTAGO|TURRIALBA|LA PASTORA,432
GUANACASTE|HOJANCHA|ESTRADA,413
GUANACASTE|SANTA CRUZ|POTRERO,612
ALAJUELA|RIO CUARTO|RIO CUARTO,2148
ALAJUELA|SAN RAMON|GUARIA (RIO GRANDE),1319
GUANACASTE|SANTA CRUZ|SANTA BARBARA,2100
PUNTARENAS|PARRITA|PLAYA ISLA PALO SECO,111
CARTAGO|PARAISO|PALOMO,1723
ALAJUELA|SAN RAMON|BAJO DE LOS RODRIGUEZ,1448
HEREDIA|SARAPIQUI|PUERTO VIEJO,2451
ALAJUELA|SAN CARLOS|SAN JUAN DE LA CEIBA,464
CARTAGO|TURRIALBA|SAN ANTONIO,761
ALAJUELA|SAN CARLOS|SANTA ELENA,345
ALAJUELA|GRECIA|CAJON (BARRIO SAN JOSE),777
CONSULADO|FRANCIA|PARIS,569
CARTAGO|PARAISO|RIO REGADO,638
ALAJUELA|CENTRAL|UJARRAS,794
GUANACASTE|CARRILLO|LIBERTAD (HUACAS),469
GUANACASTE|CARRILLO|EL COCO,3251
GUANACASTE|TILARAN|QUEBRADA GRANDE,628
GUANACASTE|CARRILLO|SANTA ANA,1207
ALAJUELA|PALMARES|SANTIAGO,1890
ALAJUELA|GRECIA|SANTA GERTRUDIS SUR,1765
CARTAGO|PARAISO|LAPUENTE,361
SAN JOSE|PEREZ ZELEDON|CALIFORNIA DE RIO NUEVO,193
HEREDIA|SARAPIQUI|LAS MARIAS,649
SAN JOSE|PEREZ ZELEDON|TRINIDAD,135
SAN JOSE|PEREZ ZELEDON|CAI. ANTONIO BASTIDA DE PAZ,714
CARTAGO|EL GUARCO|VARA DE ROBLE,543
ALAJUELA|GRECIA|CALLE ACHIOTE,757
ALAJUELA|OROTINA|SAN JERONIMO,226
PUNTARENAS|GOLFITO|LA VIRGEN,437
ALAJUELA|GUATUSO|MAQUENCAL O PALMITAL,404
GUANACASTE|NICOYA|SAN JUAN (PARTE NORTE),285
LIMON|SIQUIRRES|BANACOL (LA ESPERANZA),185
ALAJUELA|SAN CARLOS|SANTA MARIA,476
LIMON|MATINA|VEINTIOCHO MILLAS O WALDEK,1037
PUNTARENAS|CORREDORES|ABROJO-MONTEZUMA,332
PUNTARENAS|CORREDORES|CAMPIÑA,448
ALAJUELA|LOS CHILES|CUATRO ESQUINAS,284
CARTAGO|EL GUARCO|TABLON,1186
ALAJUELA|ATENAS|SAN JOSE SUR,1317
PUNTARENAS|GOLFITO|SAN RAMON,1110
ALAJUELA|SAN RAMON|SAN PEDRO,3619
HEREDIA|SARAPIQUI|LA CONQUISTA,322
CARTAGO|JIMENEZ|LAS VUELTAS,744
ALAJUELA|SARCHI|LA LUISA,836
PUNTARENAS|CENTRAL|ABANGARITOS,335
PUNTARENAS|BUENOS AIRES|SAN LUIS DE RIO LIMON,42
LIMON|SIQUIRRES|MILANO O NEGUEV,552
ALAJUELA|SAN RAMON|LOS ANGELES SUR,1089
GUANACASTE|NICOYA|POZO DE AGUA,478
PUNTARENAS|PARRITA|POCARES,146
CARTAGO|OREAMUNO|PASO ANCHO,1163
LIMON|SIQUIRRES|BELLAVISTA,85
PUNTARENAS|BUENOS AIRES|SHAMBA,178
LIMON|POCOCI|BARRA DEL COLORADO,432
GUANACASTE|SANTA CRUZ|BOLSON,395
PUNTARENAS|MONTES DE ORO|HLE. FRAY CASIANO DE MADRID,50
LIMON|SIQUIRRES|CULTIVEZ,450
PUNTARENAS|OSA|MOGOS,101
ALAJUELA|SAN CARLOS|MARSELLA,855
PUNTARENAS|GOLFITO|ZANCUDO (PUERTO NUEVO),260
CARTAGO|EL GUARCO|CARAGRAL,296
ALAJUELA|SAN CARLOS|SAN FRANCISCO O VACA BLANCA,1464
LIMON|TALAMANCA|MARGARITA,1058
ALAJUELA|GUATUSO|PATASTILLO,153
GUANACASTE|LA CRUZ|LAS VUELTAS,1002
CARTAGO|CENTRAL|BERMEJO,1538
HEREDIA|SARAPIQUI|LAS PALMITAS,538
PUNTARENAS|CENTRAL|YIRETH,1617
GUANACASTE|NICOYA|LA MANSION,1517
ALAJUELA|POAS|CHILAMATE,813
ALAJUELA|UPALA|SAN LUIS,393
PUNTARENAS|OSA|CAÑABLANCAL,229
PUNTARENAS|OSA|RANCHO QUEMADO O DELICIAS,123
PUNTARENAS|COTO BRUS|MARAVILLA,183
ALAJUELA|SAN RAMON|SAN ANTONIO DE ZAPOTAL,156
CARTAGO|TURRIALBA|SAN JUAN SUR,926
CONSULADO|BOLIVIA|LA PAZ,47
GUANACASTE|HOJANCHA|MATAMBU,718
LIMON|MATINA|SANTA MARIA,681
LIMON|SIQUIRRES|FREEMAN,466
CARTAGO|TURRIALBA|SAN MARTIN,432
CARTAGO|CENTRAL|COPALCHI,322
ALAJUELA|GRECIA|LA ARGENTINA,1305
LIMON|POCOCI|CARLOTA,148
LIMON|SIQUIRRES|COCAL,988
ALAJUELA|UPALA|PROGRESO,476
GUANACASTE|ABANGARES|SANTA LUCIA,195
HEREDIA|CENTRAL|VARABLANCA,433
PUNTARENAS|CENTRAL|SAN MIGUEL DE BARRANCA,507
GUANACASTE|BAGACES|PIJIJE,1275
PUNTARENAS|BUENOS AIRES|LAS PILAS,143
LIMON|CENTRAL|DONDONIA,287
GUANACASTE|SANTA CRUZ|CHIRCO,638
ALAJUELA|LOS CHILES|CAÑO NEGRO,723
